SEARCH_EVENT_ID,TIMESTAMP,COLLECTOR_TSTAMP,APP_ID,HAS_QV,HAS_PDP,HAS_ATC,HAS_PURCHASE,IMPRESSIONS_WITH_ATTRIBUTIONS,CART_ID,SESSION_ID,SEARCH_REQUEST_ID,SEARCH_RESULTS_COUNT,SEARCH_TERMS,SEARCH_FEATURE,SEARCH_TERMS_TYPE,SEARCH_TYPE,AES_HASH,DATE_LAST_LOGIN,DATE_LAST_PURCHASE,GROCERY_HOME_STORE_ID,LIFETIME_OFFLINE_ORDERS_COUNT,LIFETIME_ONLINE_ORDERS_COUNT,LOGIN_STATUS,USER_ID,REGISTRATION_STATUS,RX_HOME_STORE_ID,SHA256_HASH,BANNER,AUTO_LOCALIZED_STORE_ID,FULFILLMENT_TYPE,SELECTED_STORE_ID,SELECTED_TIMESLOT_DATE,SELECTED_TIMESLOT_TIME,SELECTED_TIMESLOT_TYPE,SHOPPING_MODE,DEVICE_CLASS,BR_VIEWWIDTH,BR_VIEWHEIGHT,DVCE_SCREENWIDTH,DVCE_SCREENHEIGHT,DOC_WIDTH,DOC_HEIGHT,MKT_MEDIUM,MKT_SOURCE,MKT_CONTENT,MKT_CAMPAIGN,BR_LANG,PAGE_LANGUAGE,GEO_COUNTRY,GEO_REGION,GEO_CITY,GEO_ZIPCODE,GEO_LATITUDE,GEO_LONGITUDE,GEO_TIMEZONE,SEARCH_MODEL,PRODUCT_ID
dc38e87a-b710-434f-af2f-3c49d4e56c03,2024-05-18 11:17:08.000 Z,2024-09-09 02:04:30.391 Z,web-prod,false,true,false,true,"[
  {
    ""product_id"": ""prod-11296"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""abdbb7e0-ac69-44eb-a469-f7a3e1744668"",
    ""atc_event_id"": null,
    ""purchase_event_id"": ""ca169db6-77d3-453a-b7fe-eb88638929fc""
  }
]",20e6f540-0adf-47ac-9a23-f5aad05e498a,4958334a-f0f7-40fc-a1ed-cddde45376ba,ff7f377f-dca0-4066-9ad6-462c1010e6cf,13,pinto beans,multi-search,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,logged-in,946f0c77-d0f7-4ebf-9052-87bb9ba586c0,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,maxi,,delivery,812.0,2024-08-05,09:00 - 10:00,,pcx-mode,Mobile,2388.0,791.0,2224,2778,1180.0,4838.0,,,,,en-GB,en,US,MB,Winnipeg,M4M,49.1689,-97.2117,Europe/London,Model A,prod-11296
42dd6908-a04d-4480-a538-273a689a8494,2024-02-04 05:31:28.000 Z,2024-09-09 15:21:17.728 Z,web-prod,false,false,false,false,"[
  {
    ""product_id"": ""prod-02341"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",22178259-0e4e-4420-84e0-dbdec2c6efa4,08473f04-b406-42a0-9484-95e21a3e97cf,32d97067-d991-43b3-9a94-6244557b2724,5233,Fairlife,organic,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,logged-in,03a6267d-c394-472c-9c4d-d75142364c58,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,rass,,pickup,405.0,2024-07-05,13:00 - 14:00,,pcx-mode,Mobile,1440.0,2732.0,2224,2266,1423.0,713.0,,,,,en-US,en,US,AB,Cambridge,T5T,44.5698,-113.5181,America/Moncton,Model D,prod-02341
5c37132b-6d6d-4dca-8f38-fcca336f48ee,2024-02-04 05:31:28.000 Z,2024-09-09 19:55:37.427 Z,web-prod,false,false,false,true,"[
  {
    ""product_id"": ""prod-08044"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": ""24714649-6bc7-40b3-87e3-ecc2a7cfe986""
  }
]",68fc7296-1279-45e0-85c5-42b8da37dbf5,868d250c-1509-40dc-b4a9-b62ab00edc63,3fb38473-8ef0-4159-965c-5ac613c822fa,40,Pepsi diet,alternate,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,logged-in,d9b7958e-d8d7-4b61-8df7-d2e90391f7ba,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,independent,,pickup,521.0,2024-07-21,16:00 - 17:00,,pcx-mode,Desktop,2360.0,2224.0,1080,2048,1423.0,713.0,,,,,en-US,en,CA,AB,Rockwood,T5M,46.5825,-114.0234,America/Moncton,Model B,prod-08044
88002a27-2f15-4f80-aedd-d9f6bb7d0d9f,2024-01-23 17:29:44.000 Z,2024-09-09 13:47:51.007 Z,web-prod,false,true,false,false,"[
  {
    ""product_id"": ""prod-06105"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""bc52f6bf-0b76-465e-abdb-8707fabe14b2"",
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",a1f5db51-994f-4b5a-84f5-27d3a4481943,e178620a-d236-4c28-a8d3-7764c5e87bf8,ad33b46f-4e85-449e-9c1f-bbe8538199c8,9,Tylenol arthritis,multi-search,type-ahead,product:grocery,,,2024-07-31,,222.0,334.0,logged_in,a3174600-2749-44db-b0e2-ab8a589c2230,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,rass,,delivery,1033.0,2024-08-06,11:30 - 12:00,,pcx-mode,Desktop,1488.0,2360.0,1080,2079,1423.0,4838.0,,,,,en,en,US,ON,Pointe-Claire,M6J,46.3695,-79.6689,America/Moncton,Model A,prod-06105
bbe73979-a7ba-4fce-9986-161df7164234,2024-08-09 01:55:27.000 Z,2024-09-09 02:04:30.391 Z,android-prod,false,false,true,true,"[
  {
    ""product_id"": ""prod-17853"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""e0201202-02f6-441e-a076-873690323eb7"",
    ""purchase_event_id"": ""79c1a9cc-b696-45d3-87cc-b58489b8fd40""
  }
]",80811b28-1b3d-486d-87ee-ab53633eeb86,1b201027-e096-4d74-80b8-9cd6414a49cf,e911364b-481f-4448-ba7f-a4eb188c4f15,107,Lays,organic,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,not-logged-in,13cd0f44-3f13-4a73-be79-6d232a903eb9,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,valumart,,pickup,1033.0,2024-07-31,14:00 - 15:00,,pcx-mode,Mobile,960.0,2224.0,1620,1640,1423.0,4838.0,,,,,en-US,fr,US,NL,Calgary,N5R,43.6890,-79.8025,America/Winnipeg,Model B,prod-17853
aa8b20b8-3cd0-43e4-87f6-c755b34906ce,2024-08-27 21:18:14.000 Z,2024-09-09 01:18:14.280 Z,android-prod,false,false,true,false,"[
  {
    ""product_id"": ""prod-16604"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""4540ee20-1105-4b21-b404-5d03b98d5eb8"",
    ""purchase_event_id"": null
  }
]",b7bb65e2-36df-4699-ae74-9d609fcacadc,42c7e3f6-6cb5-4b67-91fe-a99b65477477,d472f383-88a4-42d8-917a-3fa5960554c3,779,pinto beans,alternate,manual-search,product:grocery,,,2024-07-31,,222.0,334.0,not-logged-in,22c40014-d4ac-432d-afe0-e7c391f68bf3,registered,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,zehrs,,courier,2803.0,2024-08-06,15:00 - 16:00,,pcx-mode,Desktop,1488.0,2732.0,1488,960,1180.0,4838.0,,,,,en,fr,US,MB,St. Marys,N5X,43.6514,-79.3349,America/Toronto,Model F,prod-16604
4610e8d1-f23d-46e4-a7cd-0196d47a26c9,2024-06-18 22:50:09.000 Z,2024-09-09 16:06:38.236 Z,ios-prod,false,true,false,false,"[
  {
    ""product_id"": ""prod-04546"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""496bcfc2-9412-47e2-b028-bd4448baf00a"",
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",ed959ea0-4599-468a-8052-2e7e10cdeac0_1722422817856,2a7c3625-6574-4b9c-823e-0181afa0b568,1ac54bae-0094-4e10-adde-de85800ae08b,112,Bisto,organic,type-ahead,product,,,2024-07-31,,222.0,334.0,not-logged-in,787e20a0-ac00-47a2-beee-b8d1aa9a65a9,unknown,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,valumart,,pickup,2811.0,2024-08-02,15:30 - 16:00,,pcx-mode,Desktop,1284.0,1668.0,1170,2360,1423.0,4838.0,,,,,en-US,en,GB,MB,Lorraine,H7P,50.8476,-78.9261,America/St_Johns,Model C,prod-04546
0c10a69c-e08f-43e6-8a2c-3d3a0e0ccb1a,2024-06-01 18:00:08.000 Z,2024-09-09 22:17:46.875 Z,web-prod,false,true,true,true,"[
  {
    ""product_id"": ""prod-19146"",
    ""qv_event_id"": null,
    ""pdp_event_id"": ""1d8c54e3-41cf-4c8d-8998-a1eb262acc9a"",
    ""atc_event_id"": ""336a7232-4644-4d99-9962-fe8d0a1f6cc9"",
    ""purchase_event_id"": ""bf67a933-83cb-46c3-a2b7-9f93bbc3d383""
  }
]",6360813f-2e21-4c25-8233-3af018dc5142,fe6b43d2-5004-40db-b004-f68f2b78380a,398bd051-f646-4ba0-bba3-f2a6b747b8e1,576,mini choclate chip,multi-search,manual-search,product,,,2024-07-31,,222.0,334.0,logged_in,a7f9b42f-857f-4a4b-a149-ef1ad4af974e,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,dominion,,delivery,2800.0,2024-07-26,11:30 - 12:00,,pcx-mode,Mobile,960.0,2160.0,1284,2388,1180.0,713.0,,,,,en,fr,CA,BC,Chatham,N4K,44.4006,-97.1693,America/Halifax,Model D,prod-19146
6855b211-32b5-4463-9a1f-ae4117715086,2024-06-25 05:16:07.000 Z,2024-09-09 00:29:06.599 Z,web-prod,false,false,false,false,"[
  {
    ""product_id"": ""prod-15102"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": null
  }
]",0bd8ce4a-515d-48e7-856f-6586e64de816,03ff31d6-0795-4312-aa2a-f5da2806dc56,fd13ae82-aa2a-47fe-92d3-cb4d535d00f2,14,Old cheddar,multi-search,manual-search,product,,,2024-07-31,,222.0,334.0,logged_in,11ffd1b0-a2e7-4a3d-9c32-2a50d0d52c88,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,rass,,pickup,1537.0,2024-07-27,15:00 - 16:00,,pcx-mode,Mobile,1284.0,2160.0,2732,1536,1180.0,713.0,,,,,en-GB,en,GB,MB,Burlington,T6W,45.5725,-81.2436,America/Moncton,Model C,prod-15102
0b84a8b7-b269-45ab-a189-8ba0630c85fb,2024-08-09 01:55:27.000 Z,2024-09-09 06:11:14.854 Z,android-prod,false,false,true,false,"[
  {
    ""product_id"": ""prod-00999"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""26db66f0-7644-4c6d-83e4-dd9b50db0ad3"",
    ""purchase_event_id"": null
  }
]",99e3690b-507a-4324-9362-cb2606500ad7,1b201027-e096-4d74-80b8-9cd6414a49cf,fbd9d4c0-bf7f-4260-ae9b-133abe7d2fa2,4,pickled jalapeno slices for nachos,organic,type-ahead,product,,,2024-07-31,,222.0,334.0,logged_in,13cd0f44-3f13-4a73-be79-6d232a903eb9,unknown,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,independent,,courier,2265.0,2024-07-19,09:30 - 10:00,,pcx-mode,Mobile,2360.0,2778.0,1440,2160,1180.0,713.0,,,,,en-US,fr,US,NL,Calgary,N5R,43.6890,-79.8025,America/Winnipeg,Model F,prod-00999
ab1068c8-2ab5-430c-ba7b-98c09738a910,2024-02-26 23:59:22.000 Z,2024-09-09 18:03:41.919 Z,web-prod,false,false,true,false,"[
  {
    ""product_id"": ""prod-19140"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": ""f92061b0-f523-471c-b54e-3568a7ebf6c2"",
    ""purchase_event_id"": null
  }
]",afcce6af-132b-4c4a-a380-b70919ff2501,31b5acc3-372b-4c1f-94a0-fce11641468f,d472f383-88a4-42d8-917a-3fa5960554c3,9,Bisto,alternate,manual-search,product,,,2024-07-31,,222.0,334.0,logged_in,15b74add-43fc-43fc-866e-63aa8b44bc8b,registered,,fe4a375af922d7a79ab0715456a616538ce3dc978e37b6c28846382cfe8a16cb,loblaw,,courier,1559.0,2024-07-31,13:00 - 14:00,,pcx-mode,Desktop,1170.0,713.0,1640,2732,1180.0,713.0,,,,,English,en,US,MB,Nepean,M4M,45.2579,-82.1939,America/Moncton,Model B,prod-19140
1ab9e0fe-c412-48ec-b632-e832ca1bdece,2024-04-12 01:26:42.000 Z,2024-09-09 22:49:20.525 Z,ios-prod,false,false,false,true,"[
  {
    ""product_id"": ""prod-11826"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": ""d87b2dd2-ab65-48a0-887c-0f53b9813ec7""
  }
]",3142dedd-3f1f-4d27-b0d1-95f3d7c04afa,c6ffdf03-c618-4599-8a64-2b0f63a2fe36,ccc8e24a-dde9-4f56-b1ec-38b60e332aee,14,Yogurt,organic,manual-search,product,,,2024-07-31,,222.0,334.0,logged_in,fa481ade-0830-4098-af3e-dec75dc0851f,unknown,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,provigo,,pickup,743.0,2024-08-02,16:00 - 17:00,,pcx-mode,Desktop,2224.0,2048.0,2388,960,1180.0,713.0,,,,,fr-CA,en,US,NL,Saint John,R3Y,43.8762,-79.4204,America/Halifax,Model C,prod-11826
8a3dfaa1-5dca-49a5-9d2a-471ad05c6721,2024-09-07 08:41:05.000 Z,2024-09-09 02:14:40.339 Z,web-prod,false,false,false,true,"[
  {
    ""product_id"": ""prod-14646"",
    ""qv_event_id"": null,
    ""pdp_event_id"": null,
    ""atc_event_id"": null,
    ""purchase_event_id"": ""fbf00cb7-acb3-41e0-9e64-1c2d11769c25""
  }
]",bda82ed3-eede-4367-b10f-e6b388d69469,50aa6bc3-c098-4576-b9fb-2c6de119f86a,5a0c1e49-2e1f-400c-bb3d-99c849f45fdd,104,Water,multi-search,manual-search,product,,,2024-07-31,,222.0,334.0,logged-in,fe1bbae4-4efe-4a19-bc41-4351cfce0d2a,unknown,,267b3de25b2850c85e53769988df73e262dd0f7fcf86a89aa16202042519851a,nofrills,,pickup,1578.0,2024-07-26,14:30 - 15:00,,pcx-mode,Desktop,1440.0,1136.0,1668,2778,1423.0,713.0,,,,,en-US,fr,US,NL,Saint-Bruno-de-Montarville,J7C,44.4006,-65.9462,America/Edmonton,Model B,prod-14646
