SEARCH_EVENT_ID,SESSION_ID,JOURNEY_ID,CART_ID,SEARCH_TERMS,SEARCH_RESULTS,SEARCH_TYPE,TIMESTAMP
49d340a0-c12b-4f84-8ac0-ed06724773bc,ba708106-c2af-417c-80e2-7cf84aaf9bb1,417acea3-1016-470a-9e7e-d7a290661276_1721915086484,c5acb622-f856-497e-ab5e-f11caa0da560,pure raspberry jam,55,product,2024-01-23 22:20:51.000000 UTC
c95365ef-eafb-4133-b816-a9c8313aae17,ab572422-4285-4cde-9f5f-9558d405de6e,91f5517c-b429-4e50-bb9e-a1b81130fcca,d57f58c8-e41d-4ee6-ba7e-063eabfd3b09,Lait en poudre,66,product,2024-05-20 00:50:33.000000 UTC
826b9b03-adb3-49b9-a6bb-74206c96d342,e6157fda-d0ca-466c-8b5f-98658f881422,e4315ba9-c5ac-4f14-b141-55cb920f0e84_1722477942085,20799e13-0e2a-43f5-856f-a29ff8d4c972,Spinach,52,product:grocery,2024-06-09 15:51:45.000000 UTC
c95365ef-eafb-4133-b816-a9c8313aae17,e6157fda-d0ca-466c-8b5f-98658f881422,3225e78b-ddcb-4c96-8b5d-86311fd407c9,d3c42b4a-3e85-4e76-aee2-e999941c5620,Burger,164,product:grocery,2024-02-21 21:11:32.000000 UTC
99410849-a564-4f32-a907-ed181e293c67,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,0bd8ce4a-515d-48e7-856f-6586e64de816,853139fa-7392-4bc6-b2d2-5a9333846a6c_1722525666975,mini choclate chip,2,product:grocery,2024-01-22 02:11:10.000000 UTC
961468b9-34fa-4cbc-a6b3-89040c690a12,c068ada8-4501-4a20-9775-1355ac6b1939,d7fbe1d0-86ae-4c87-8db3-5b49c1b2481b,2d254be9-2a5d-46bd-a434-888a51810aee,Cilantro,328,product:grocery,2024-04-21 11:03:44.000000 UTC
7798c014-40e4-4cbe-a3e1-2c71995ad1e8,35e7e0bf-0db4-4617-992b-76a7fe8073e5,ed959ea0-4599-468a-8052-2e7e10cdeac0_1722422817856,31d09d66-fac2-43af-a961-6e1990ed54ed_1721702488573,popcorn,17,product,2024-04-06 20:29:42.000000 UTC
5c767c4a-19c7-46f0-8c9a-ecc063aab64e,4f3d6c30-3ab3-4fe2-9a05-212127fd0f57,9568edbd-bdb5-4f56-92f7-2214627a506c,e4315ba9-c5ac-4f14-b141-55cb920f0e84_1722477942085,Eggs,87,product,2024-06-17 11:20:28.000000 UTC
5ed341d1-a627-479e-9c8b-0bcda24a4051,b758e756-e7cf-4968-8b86-23260875f7ec,390fcc7b-4c41-4abc-b3e9-4627152bde3c,2d254be9-2a5d-46bd-a434-888a51810aee,tonic water,19,product,2024-06-16 09:47:43.000000 UTC
592de869-1bc5-497b-8363-4ac5c943b2e5,2143afcc-a87d-46de-bdd4-3f7187403e65,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,b7bb65e2-36df-4699-ae74-9d609fcacadc,Ginger beer,66,product:grocery,2024-06-06 05:29:44.000000 UTC
73432253-96e7-4390-b87c-004acdcefc09,c0320537-665c-48b5-abe4-ac2fe033ace2,10d9be76-674c-4cc0-8aa3-2193734a96f9_1722535780701,a1f5db51-994f-4b5a-84f5-27d3a4481943,Cornpop,107,product,2024-03-19 12:34:03.000000 UTC
856c1a53-1e41-46bd-9532-84e7dac24f72,ad402f77-9620-403c-8d1f-b6b7f2c09dfa,10d9be76-674c-4cc0-8aa3-2193734a96f9_1722535780701,325c0f40-1dfd-4611-a5ca-5584bb1b86dc,Shredded carrots,1,product,2024-01-02 22:16:14.000000 UTC
3c7279cc-19d7-4992-9ae5-25012944f53c,0d54e830-6e1c-4ba0-b642-877c44e0a8c4,d57f58c8-e41d-4ee6-ba7e-063eabfd3b09,b82b00aa-1fd0-4b9b-a98a-8bf53e8e909e,Puff pastry,16,product:grocery,2024-08-04 10:18:17.000000 UTC
0b3e0376-0d8b-4266-bfaa-a2ac43679130,d8a95406-1023-447c-a199-efda15dbb6a6,e4315ba9-c5ac-4f14-b141-55cb920f0e84_1722477942085,23c72808-5646-4efe-b70a-cca3644c47ab,Onion,11,product,2024-01-04 13:53:36.000000 UTC
f5eec80c-5496-4557-bd9f-fa27b0e53bea,f3108559-928b-4be5-844e-7c6a89c711f6,b7bb65e2-36df-4699-ae74-9d609fcacadc,fc5394ec-8eb3-4a64-b2b4-3522d794994b,loreal eye cream,32,product,2024-02-17 23:27:10.000000 UTC
6cff5171-bad4-4ee9-9c89-b13d7292769f,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,fc5394ec-8eb3-4a64-b2b4-3522d794994b,pc butter biscuits,884,product,2024-03-14 08:43:01.000000 UTC
40d40773-5193-49a5-8eb2-a337c70b3db9,f3108559-928b-4be5-844e-7c6a89c711f6,390fcc7b-4c41-4abc-b3e9-4627152bde3c,56bcf7fe-1dfc-46a9-8122-e9506cb40a0e,Tide,32,product:grocery,2024-07-08 03:03:03.000000 UTC
78d233af-7c5b-4080-9928-28b8be8fa71d,6662aae0-39ea-4c59-b71d-50542e3ac82b,418157da-b0b1-4d8a-b57e-12631780e5e0,9cdb3404-602e-41b6-ba3d-f57efae79883,Sprite Zero,832,product,2024-01-20 07:24:17.000000 UTC
f5eec80c-5496-4557-bd9f-fa27b0e53bea,3bea97cf-ed9c-48a4-9447-1caf8db0d1b7,43ec5eea-168c-4a69-8137-3b5702cd77c5_1719446935614,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,Avocat,5,product:grocery,2024-08-25 14:01:09.000000 UTC
f0ecc78d-2433-4472-8d6e-3cb34552b383,fa0d4f5e-fa54-468a-bbc0-fe5a16b96292,afe3caf0-ff7d-4a77-9c64-986e5a93d89c_1721998722840,91f5517c-b429-4e50-bb9e-a1b81130fcca,Spaghetti sauce,4,product,2024-01-11 10:50:02.000000 UTC
5796b3eb-6afb-4390-85c3-9e6e16bdf7a2,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,714336f6-8feb-48bd-942e-b7938b2745c6,10d9be76-674c-4cc0-8aa3-2193734a96f9_1722535780701,Milk skim,129,product:grocery,2024-08-05 14:54:59.000000 UTC
4218869f-b352-4ae5-acce-3834aa2a881e,523aa686-2455-4883-81ea-305fa57d8b31,b7bb65e2-36df-4699-ae74-9d609fcacadc,e3555c40-fa6f-4fb9-8393-675349b0e791,Refried,40,product,2024-08-01 00:11:37.000000 UTC
4693048e-13ee-4d60-804a-66e97a254446,8358d6e4-c593-4c6c-8071-d99cee076bb7,a858a2c9-4135-4159-8452-948064781866_1722176173289,80811b28-1b3d-486d-87ee-ab53633eeb86,Red peppers,11,product,2024-01-31 13:36:11.000000 UTC
4a14d306-fb19-4a10-9e91-72971a6f0648,8cdfe8e2-0a24-4a5a-9731-1e9b64adba96,83f9e6a2-c61a-4600-b4f9-38356c0adcce_1721832921712,e6112791-d0dd-43e7-9cfd-f72567a85eef,pickled jalapeno slices for nachos,85,product,2024-02-18 17:34:57.000000 UTC
1dbba764-3afd-49ea-ba57-b1fa34e6d9ca,22d660c3-1fcb-45f3-8a9a-43f4dba8c848,91942d63-c73d-48c6-a277-b0a01cf2ccc3,31d09d66-fac2-43af-a961-6e1990ed54ed_1721702488573,crayola,362,product,2024-05-14 04:08:34.000000 UTC
7150f7dc-273e-4d09-92da-19861cea8300,f6724633-cfbc-441a-a5fa-5a9676df474b,a858a2c9-4135-4159-8452-948064781866_1722176173289,d7fbe1d0-86ae-4c87-8db3-5b49c1b2481b,Fairlife,33,product,2024-05-08 08:03:12.000000 UTC
d69e068c-98a2-4691-aad0-09d87c24041c,e6157fda-d0ca-466c-8b5f-98658f881422,f166167f-1fa9-44d6-9b52-d64772135f63_1722526702072,c5acb622-f856-497e-ab5e-f11caa0da560,Sprite Zero,107,product:grocery,2024-02-15 16:39:58.000000 UTC
d28a9d1e-cd1e-448b-8cac-8f08f5d6b75f,78348552-546e-4c5c-9974-07ceba0dcecc,23c72808-5646-4efe-b70a-cca3644c47ab,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,fresh fruits,35,product:grocery,2024-06-27 15:34:22.000000 UTC
c95365ef-eafb-4133-b816-a9c8313aae17,7e058c6a-7d5a-42b0-85ce-4ae6b37804b7,90a79dee-c934-4e10-a2c9-a2d9d64bc38b_1721930000820,19ec4962-7474-4829-ab01-424831f403bd_1721342120149,pc butter biscuits,7,product:grocery,2024-04-06 15:19:56.000000 UTC
0c34097e-27ee-4af8-809f-29150a1d54dd,c66b8d68-9ab5-488f-be0f-e85ad2d9a9e6,714336f6-8feb-48bd-942e-b7938b2745c6,1aeafd06-40ae-4fcd-bbe5-87c675cadaef,Limes,2,product:grocery,2024-07-01 15:10:04.000000 UTC
31d68172-bb1b-4587-b94d-0fb65349ba6a,564ffab5-fe55-4c83-98ca-248b506cbaa5,976a107b-4a2c-485d-864d-df9a70d2272b,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,Ginger root,16,product:grocery,2024-07-18 08:19:44.000000 UTC
025b75b2-2013-4fc9-a582-cc3dc279ce3c,e0e3ec3e-677b-4e3d-8d90-14edbb22622a,c4da4cbe-fd53-4e65-84f6-b63e8c239282,d57f58c8-e41d-4ee6-ba7e-063eabfd3b09,Lactose free ice cream,122,product,2024-08-07 08:22:51.000000 UTC
230f348f-fc09-49c3-b02c-04623ee35bf8,31b5acc3-372b-4c1f-94a0-fce11641468f,20799e13-0e2a-43f5-856f-a29ff8d4c972,188c572a-2a19-43ae-8a80-a00847001a33,Cilantro,631,product,2024-01-08 03:22:47.000000 UTC
7d6afe23-fd89-402a-8bda-5157ef3c51da,714336f6-8feb-48bd-942e-b7938b2745c6,a35fff40-be29-43cc-a8c5-5449fb502d3c_1722465030212,325c0f40-1dfd-4611-a5ca-5584bb1b86dc,popcorn,32,product,2024-04-24 15:43:50.000000 UTC
4a8343ce-be2f-4bd0-80c1-7383fee8d35e,6e3f5524-3be4-4546-b1b3-a278a91b924b,0bba95f6-5765-41ed-83f9-0b4c93260ae6_1717697399587,059ed6e4-1a16-4de1-a283-3fe24ac2d541_1722432666030,teriyaki sauce,40,product:grocery,2024-08-06 02:08:42.000000 UTC
51f5c999-ab93-4572-9d0e-0512cb589f9d,ad402f77-9620-403c-8d1f-b6b7f2c09dfa,188c572a-2a19-43ae-8a80-a00847001a33,d3c42b4a-3e85-4e76-aee2-e999941c5620,Naturally imperfect,766,product,2024-02-24 18:39:44.000000 UTC
37e01caf-e042-4401-9c80-be4d54d76b78,4dcf6735-b387-418e-b382-a0fc0047abdb,d7fbe1d0-86ae-4c87-8db3-5b49c1b2481b,e6112791-d0dd-43e7-9cfd-f72567a85eef,Green onion,362,product,2024-07-29 13:10:17.000000 UTC
544cc9b8-de4f-407c-9d5f-fe1cd3f5d99d,a9fe1e06-88c7-4ee6-805b-f5b1a6902670,9a7b7e87-9ac4-4096-b74b-0d26274abee3,976a107b-4a2c-485d-864d-df9a70d2272b,Icing sugar,89,product,2024-03-30 01:53:18.000000 UTC
a9349d1c-3939-405e-a71f-b7f6fc4aec9e,e6157fda-d0ca-466c-8b5f-98658f881422,d57f58c8-e41d-4ee6-ba7e-063eabfd3b09,a858a2c9-4135-4159-8452-948064781866_1722176173289,fresh fruits,94,product,2024-07-29 02:45:20.000000 UTC
5ed341d1-a627-479e-9c8b-0bcda24a4051,d4b40381-e108-4062-96d5-17fd50007695,83f9e6a2-c61a-4600-b4f9-38356c0adcce_1721832921712,5fdb4aae-dce1-4200-999d-31b492621dab,Cilantro,631,product,2024-01-23 17:00:11.000000 UTC
d5e0970c-f9ba-463b-afbe-d5718b1ec6f3,0d54e830-6e1c-4ba0-b642-877c44e0a8c4,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,a19df20b-6f3a-44de-8e86-be5c6c49a892,Chia seeds,18,product:grocery,2024-07-14 00:31:18.000000 UTC
dc589942-7b89-4d0c-9447-8f0bc7dc5f5e,35c8d4ce-0aa0-4b99-a987-a1c21ebf55a3,a5129c37-5e0b-4311-84ea-25771562ad2c,a35fff40-be29-43cc-a8c5-5449fb502d3c_1722465030212,Fresh vegetables,254,product,2024-01-04 08:01:39.000000 UTC
24fa4e55-6799-4c41-a649-8957e13e7e00,62639c08-1cf5-4b08-b1a7-860b33fbb5d5,9568edbd-bdb5-4f56-92f7-2214627a506c,9568edbd-bdb5-4f56-92f7-2214627a506c,"nordica cottage cheese, 2%",75,product,2024-07-23 00:47:43.000000 UTC
b3cc11d4-5da2-4e00-8da6-db5ac9ca1079,564ffab5-fe55-4c83-98ca-248b506cbaa5,6360813f-2e21-4c25-8233-3af018dc5142,b74ae1e7-2eb1-4258-a34a-95d53a9877bc,Red onion,2574,product,2024-04-11 05:00:24.000000 UTC
230f348f-fc09-49c3-b02c-04623ee35bf8,2cafff91-cfd8-41f4-8879-96b825e3ee74,10d9be76-674c-4cc0-8aa3-2193734a96f9_1722535780701,1aeafd06-40ae-4fcd-bbe5-87c675cadaef,Goldfish,40,product:grocery,2024-01-03 02:13:19.000000 UTC
856c1a53-1e41-46bd-9532-84e7dac24f72,fa0d4f5e-fa54-468a-bbc0-fe5a16b96292,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,Iogo,25,product:grocery,2024-03-05 04:52:46.000000 UTC
816b88fe-2909-41db-a37f-661bf88b5f0e,714336f6-8feb-48bd-942e-b7938b2745c6,a858a2c9-4135-4159-8452-948064781866_1722176173289,e6112791-d0dd-43e7-9cfd-f72567a85eef,Basse,1482,product,2024-03-29 10:19:27.000000 UTC
a146e1ff-e499-4a0c-86a3-dbb679b09d70,ad402f77-9620-403c-8d1f-b6b7f2c09dfa,188c572a-2a19-43ae-8a80-a00847001a33,a858a2c9-4135-4159-8452-948064781866_1722176173289,caesar salad,328,product:grocery,2024-05-11 08:51:44.000000 UTC
a9349d1c-3939-405e-a71f-b7f6fc4aec9e,c0320537-665c-48b5-abe4-ac2fe033ace2,7d3cafe5-70c8-4929-9a46-e0caceddf518,afe3caf0-ff7d-4a77-9c64-986e5a93d89c_1721998722840,Bisto,19,product:grocery,2024-06-22 11:10:05.000000 UTC
d3d9185f-7506-46e1-95ab-f9ed7e3beda0,803a33b8-6182-4a2d-bda8-a4188cb89437,b7bb65e2-36df-4699-ae74-9d609fcacadc,a1f5db51-994f-4b5a-84f5-27d3a4481943,Limes,54,product:grocery,2024-02-15 07:22:38.000000 UTC
025b75b2-2013-4fc9-a582-cc3dc279ce3c,e5424835-fd1f-4c39-8e21-b6dcfd822ef5,e3555c40-fa6f-4fb9-8393-675349b0e791,f3ce9c47-5f25-462d-b21c-54d6db49f140,chili powder,69,product:grocery,2024-07-15 20:31:08.000000 UTC
43092c91-84fc-4844-85a3-8925a834536d,230a405e-7d14-4241-998e-96e344f4eb1d,8deaed6c-de1c-4554-89ea-9958a74e2af1_1722430565110,d3c42b4a-3e85-4e76-aee2-e999941c5620,Spinach,13,product,2024-06-09 20:29:54.000000 UTC
592de869-1bc5-497b-8363-4ac5c943b2e5,11707656-e6f3-44c7-83ea-5c1d2f5d44ad,6d130b6b-0997-44e3-aba6-8f1a5419a1dc_1722531952525,22178259-0e4e-4420-84e0-dbdec2c6efa4,Shredded carrots,368,product,2024-08-04 04:05:10.000000 UTC
5398fcfd-f451-468f-8485-b98b0ac44ac2,c068ada8-4501-4a20-9775-1355ac6b1939,e3555c40-fa6f-4fb9-8393-675349b0e791,1aeafd06-40ae-4fcd-bbe5-87c675cadaef,Weiner wraps,103,product:grocery,2024-05-14 10:17:09.000000 UTC
50b4e9ee-e72d-4f6d-9400-1e5c9e1f17dd,527dcb85-8bc2-4da5-b6c2-2c68f671df63,00a73943-2170-4414-8011-2dde32acad03,ed959ea0-4599-468a-8052-2e7e10cdeac0_1722422817856,Ginger beer,9,product:grocery,2024-07-05 19:14:52.000000 UTC
e59a1858-db96-497e-b44e-890ae4614517,8358d6e4-c593-4c6c-8071-d99cee076bb7,4b035b60-0a9d-4ac2-9683-551780ab20d2,9ef1a580-79b9-4171-b0c7-4d1e879a1f78,Sprite Zero,89,product,2024-02-29 13:16:46.000000 UTC
4ae0d519-7f52-42e0-a466-b91b814c68de,e178620a-d236-4c28-a8d3-7764c5e87bf8,90a79dee-c934-4e10-a2c9-a2d9d64bc38b_1721930000820,511e00a8-2168-4119-abfc-0b27f155c4fb,Goldfish,85,product,2024-07-29 08:18:59.000000 UTC
961468b9-34fa-4cbc-a6b3-89040c690a12,6a6ec50f-eca8-4cc4-a7d8-26dc075eaade,9a7b7e87-9ac4-4096-b74b-0d26274abee3,a19df20b-6f3a-44de-8e86-be5c6c49a892,Lays,254,product:grocery,2024-04-19 15:03:03.000000 UTC
f0ecc78d-2433-4472-8d6e-3cb34552b383,803a33b8-6182-4a2d-bda8-a4188cb89437,325c0f40-1dfd-4611-a5ca-5584bb1b86dc,91942d63-c73d-48c6-a277-b0a01cf2ccc3,watermelon,9,product,2024-07-07 15:29:06.000000 UTC
056cb77c-9df5-479f-ae6c-bbbf18568421,3bea97cf-ed9c-48a4-9447-1caf8db0d1b7,a858a2c9-4135-4159-8452-948064781866_1722176173289,511e00a8-2168-4119-abfc-0b27f155c4fb,butter chicken cooking sauce,30,product,2024-03-25 18:42:08.000000 UTC
41a1ae93-44f9-4de1-97d1-884e2ce27e4b,a5a3f05e-61c0-4a3c-9806-e346f78c26c1,31d09d66-fac2-43af-a961-6e1990ed54ed_1721702488573,f0bf53a1-bc0c-490f-9b60-1cf2270e772e,Spaghetti sauce,104,product:grocery,2024-08-09 19:27:09.000000 UTC
49d340a0-c12b-4f84-8ac0-ed06724773bc,bc1ad653-14fc-4a1f-8a35-e46d88324904,2d254be9-2a5d-46bd-a434-888a51810aee,0bba95f6-5765-41ed-83f9-0b4c93260ae6_1717697399587,Strip loin,832,product,2024-04-16 07:27:34.000000 UTC
8e816ff3-7bda-4073-a0fb-2e4870bf36b2,0f8b19ab-4b75-41c0-8b7f-ccd121bbf700,188c572a-2a19-43ae-8a80-a00847001a33,5d695300-a104-4526-ab73-c84b29881bdd,Hot dog buns,48,product,2024-01-18 06:33:52.000000 UTC
3c7279cc-19d7-4992-9ae5-25012944f53c,7c559a48-8308-4fc5-b7ed-d8d3ff49b207,83f9e6a2-c61a-4600-b4f9-38356c0adcce_1721832921712,2d254be9-2a5d-46bd-a434-888a51810aee,Fudge,85,product,2024-04-14 20:33:48.000000 UTC
11c3f49c-551d-4880-9c73-c4791eec205e,fe31c7c1-0353-4351-a1df-a466ba15bb1d,e4315ba9-c5ac-4f14-b141-55cb920f0e84_1722477942085,31d09d66-fac2-43af-a961-6e1990ed54ed_1721702488573,Cheese,18,product,2024-01-17 07:03:47.000000 UTC
0705e287-6bfa-4e02-b623-908b8f042cca,e481c236-58f6-4747-9890-ce4305e265db,9568edbd-bdb5-4f56-92f7-2214627a506c,43ec5eea-168c-4a69-8137-3b5702cd77c5_1719446935614,"nordica cottage cheese, 2%",65,product,2024-07-23 05:42:08.000000 UTC
5796b3eb-6afb-4390-85c3-9e6e16bdf7a2,b758e756-e7cf-4968-8b86-23260875f7ec,5a1de308-df8b-441c-91e8-0264d6c06a9d,22178259-0e4e-4420-84e0-dbdec2c6efa4,Patate,37,product:grocery,2024-03-14 05:33:34.000000 UTC
592de869-1bc5-497b-8363-4ac5c943b2e5,863df7b3-1a4c-4db4-aafd-1f5145c5e09a,22178259-0e4e-4420-84e0-dbdec2c6efa4,c47a5713-a5d9-4440-b2fc-388767fd556c,Burger,13,product,2024-06-09 10:23:34.000000 UTC
8dd80f20-6955-4695-9d0f-c2df994b2c44,fc74a897-0514-4eae-b1ec-cd73cd9bcb4e,a19df20b-6f3a-44de-8e86-be5c6c49a892,20799e13-0e2a-43f5-856f-a29ff8d4c972,Burger,17,product,2024-03-07 08:46:18.000000 UTC
f5eec80c-5496-4557-bd9f-fa27b0e53bea,564ffab5-fe55-4c83-98ca-248b506cbaa5,43ec5eea-168c-4a69-8137-3b5702cd77c5_1719446935614,23c72808-5646-4efe-b70a-cca3644c47ab,fresh fruits,69,product,2024-05-29 16:18:24.000000 UTC
592de869-1bc5-497b-8363-4ac5c943b2e5,35e7e0bf-0db4-4617-992b-76a7fe8073e5,80811b28-1b3d-486d-87ee-ab53633eeb86,5a1de308-df8b-441c-91e8-0264d6c06a9d,Iogo,5,product,2024-01-08 11:51:45.000000 UTC
8dd80f20-6955-4695-9d0f-c2df994b2c44,6077d5c8-f7bb-4b83-908f-f97eeb90b3c8,906086da-4feb-4bb5-8b8e-04ebffe696ec,d57f58c8-e41d-4ee6-ba7e-063eabfd3b09,Lays,64,product:grocery,2024-07-26 00:11:28.000000 UTC
4218869f-b352-4ae5-acce-3834aa2a881e,6e3f5524-3be4-4546-b1b3-a278a91b924b,5a1de308-df8b-441c-91e8-0264d6c06a9d,511e00a8-2168-4119-abfc-0b27f155c4fb,pinto beans,34,product,2024-04-30 14:46:21.000000 UTC
d3d9185f-7506-46e1-95ab-f9ed7e3beda0,863df7b3-1a4c-4db4-aafd-1f5145c5e09a,815291e3-a936-4969-9086-9d80684aa7bd,e6112791-d0dd-43e7-9cfd-f72567a85eef,pc butter biscuits,576,product:grocery,2024-06-02 12:21:37.000000 UTC
4ae0d519-7f52-42e0-a466-b91b814c68de,37841fe3-c311-4e28-b9da-5b1765f1bd49,6360813f-2e21-4c25-8233-3af018dc5142,fed0ae30-7ae2-484f-af69-58639950a791,"nordica cottage cheese, 2%",122,product:grocery,2024-08-09 14:06:09.000000 UTC
230f348f-fc09-49c3-b02c-04623ee35bf8,4f3d6c30-3ab3-4fe2-9a05-212127fd0f57,68fc7296-1279-45e0-85c5-42b8da37dbf5,470dc540-f9ee-4c98-86ba-08cd714e629e,caesar salad,462,product:grocery,2024-07-08 07:05:07.000000 UTC
5977dac2-bc59-412c-af85-22bb094e4e68,11707656-e6f3-44c7-83ea-5c1d2f5d44ad,390fcc7b-4c41-4abc-b3e9-4627152bde3c,afcce6af-132b-4c4a-a380-b70919ff2501,watermelon,18,product,2024-01-04 06:35:12.000000 UTC
2cfcf37b-2643-4631-b4d1-2059e67cbadc,4958334a-f0f7-40fc-a1ed-cddde45376ba,7e22fe2f-56f2-4743-a32a-5f4c8a26d0f6,906086da-4feb-4bb5-8b8e-04ebffe696ec,Bisto,25,product:grocery,2024-01-13 04:38:53.000000 UTC
